Resort Hotel,0,15145,20.14874
Resort Hotel,1,9209,12.25155
Resort Hotel,2,3700,4.92244
Resort Hotel,3,744,0.98981
Resort Hotel,4,127,0.16896
Resort Hotel,5,13,0.0173
City Hotel,0,21617,28.75901
City Hotel,1,16699,22.21616
City Hotel,2,6403,8.51848
City Hotel,3,1307,1.73882
City Hotel,4,177,0.23548
City Hotel,5,25,0.03326
