Resort Hotel,A,17017
Resort Hotel,B,3
Resort Hotel,C,615
Resort Hotel,D,5478
Resort Hotel,E,3573
Resort Hotel,F,926
Resort Hotel,G,966
Resort Hotel,H,356
Resort Hotel,L,4
City Hotel,A,35347
City Hotel,B,747
City Hotel,C,9
City Hotel,D,7621
City Hotel,E,1048
City Hotel,F,1091
City Hotel,G,365
